name,index,site,url,warm_time,temperature
original,16,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,574,48.000000
original,17,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,672,48.000000
original,18,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,528,48.000000
original,19,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,569,48.000000
original,20,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,533,48.000000
original,21,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,567,48.000000
original,22,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,565,48.000000
original,23,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,591,49.000000
original,24,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,660,48.000000
original,25,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,531,48.000000
original,26,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,648,49.000000
original,27,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,641,49.000000
original,28,amazon,http___www.amazon.com_gp_aw_s_?k_nexus,565,49.000000
original,0,youtube,http___m.youtube.com_results?q_science,1737,38.000000
original,1,youtube,http___m.youtube.com_results?q_science,1700,41.000000
original,2,youtube,http___m.youtube.com_results?q_science,1792,41.000000
original,3,youtube,http___m.youtube.com_results?q_science,1738,43.000000
original,4,youtube,http___m.youtube.com_results?q_science,1703,43.000000
original,5,youtube,http___m.youtube.com_results?q_science,1707,43.000000
original,6,youtube,http___m.youtube.com_results?q_science,1731,43.000000
original,7,youtube,http___m.youtube.com_results?q_science,1707,44.000000
original,8,youtube,http___m.youtube.com_results?q_science,1729,44.000000
original,9,youtube,http___m.youtube.com_results?q_science,1764,44.000000
original,10,youtube,http___m.youtube.com_results?q_science,1769,45.000000
original,11,youtube,http___m.youtube.com_results?q_science,1723,45.000000
original,12,youtube,http___m.youtube.com_results?q_science,1730,45.000000
original,13,youtube,http___m.youtube.com_results?q_science,1722,46.000000
original,14,youtube,http___m.youtube.com_results?q_science,1733,46.000000
original,15,youtube,http___m.youtube.com_results?q_science,1677,48.000000
original,16,youtube,http___m.youtube.com_results?q_science,1765,46.000000
